Borrower Number,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10
1254,6,3,8,1,1,5,5,6,3,3
1255,3,6,1,3,6,6,6,6,1,1
1256,8,3,8,6,5,2,2,7,3,7
1257,2,2,6,2,4,3,1,7,2,8
1258,3,4,4,2,7,5,7,1,8,4
1259,7,6,8,5,8,5,4,5,7,3
1260,8,2,2,3,5,7,3,1,7,1
1261,4,4,6,8,8,8,5,7,8,5
1262,5,4,8,4,1,1,3,2,4,7
1263,2,8,6,5,8,7,2,2,4,7
1264,6,6,2,4,2,4,4,6,1,7
1265,4,5,7,2,6,7,1,6,8,3
1266,7,3,4,1,6,4,5,4,6,3
1267,5,2,8,3,2,3,3,5,8,4
1268,3,6,5,7,1,2,3,2,6,1
1269,8,5,6,6,3,5,2,6,5,3
1270,1,2,1,4,2,4,7,5,8,3
1271,7,2,6,8,6,8,6,7,6,8
1272,2,7,3,8,7,8,1,5,4,1
1273,5,5,3,4,4,4,8,4,4,6
1274,2,3,7,5,8,4,8,2,6,7
1275,1,7,3,7,4,7,6,3,8,5
1276,4,7,4,2,6,6,1,1,7,1
1277,2,5,2,8,6,2,3,7,8,5
1278,3,8,2,1,5,5,1,6,7,3
1279,1,2,8,2,4,1,1,1,8,8
1280,7,5,8,3,4,3,2,7,6,6
1281,8,1,5,2,3,8,4,4,8,2
1282,3,7,1,1,8,1,8,4,7,1
1283,2,3,4,4,4,1,5,5,1,8
1284,5,6,7,6,1,7,5,8,6,7
1285,6,1,5,2,4,7,1,2,1,4
1286,6,7,2,7,7,4,1,4,2,1
1287,8,5,5,8,2,3,8,2,3,4
1288,7,2,7,8,7,5,1,1,6,5
1289,2,1,2,4,2,2,6,5,2,7
1290,1,5,1,4,6,7,1,2,2,4
1291,4,7,8,4,2,4,4,8,7,5
1292,2,6,3,5,7,4,6,1,4,7
1293,7,8,1,8,3,8,3,5,6,6
1294,4,5,7,7,4,7,6,5,3,5
1295,4,8,7,8,5,5,5,7,4,2
1296,6,8,3,1,1,6,4,7,6,6
1297,5,7,2,4,5,4,6,6,5,8
1298,3,5,6,1,7,6,7,7,2,7
1299,8,6,1,5,3,8,2,4,5,1
1300,2,3,2,8,1,6,3,3,2,8
1301,5,6,8,7,3,1,2,5,3,6
1302,2,1,1,7,2,4,3,1,6,5
1303,8,8,8,3,8,8,1,5,8,2
1304,1,3,1,2,2,3,4,3,2,4
1305,1,8,1,3,8,1,4,5,1,6
1306,1,5,3,1,2,6,4,1,8,5
1307,5,5,8,5,1,5,6,3,6,1
1308,1,7,3,6,6,4,2,2,8,5
1309,5,8,6,7,4,2,6,8,4,6
1310,4,3,5,4,1,8,3,7,8,7
1311,2,7,8,4,1,6,4,2,5,3
1312,7,3,3,4,3,3,4,4,2,7
1313,7,1,4,2,4,7,8,1,4,7
1314,7,5,6,2,5,2,1,6,8,7
1315,2,7,5,2,2,2,3,1,1,2
1316,4,4,2,5,6,4,6,7,4,4
1317,6,2,8,4,1,2,4,8,1,7
1318,5,4,7,7,7,1,5,5,1,8
1319,2,3,4,4,6,3,8,1,8,5
1320,6,3,3,2,5,4,3,3,5,3
1321,2,1,1,3,6,6,1,7,6,4
1322,3,4,7,5,2,4,5,8,4,1
1323,3,7,5,6,5,8,6,5,7,8
1324,3,4,1,8,5,7,5,1,2,3
1325,5,8,7,2,6,7,2,7,7,2
1326,1,5,2,2,1,5,1,1,4,1
1327,7,4,6,3,2,2,5,2,1,8
1328,1,1,6,5,7,4,1,5,3,1
1329,5,7,6,7,7,5,4,2,5,8
1330,1,5,6,1,1,3,3,3,5,6
1331,2,3,4,6,5,7,8,7,1,6
1332,3,8,7,2,6,3,5,1,2,3
1333,3,3,1,5,7,6,1,4,2,5
1334,7,8,1,2,1,4,6,6,3,2
1335,4,1,2,1,1,8,6,6,1,7
1336,5,3,5,7,3,1,1,1,4,3
1337,2,7,8,6,3,3,5,7,5,7
1338,2,6,4,7,3,1,3,1,4,3
1339,6,8,8,6,1,4,7,2,8,7
1340,2,3,4,8,7,6,5,3,3,4
1341,2,2,3,1,5,6,2,6,4,5
1342,1,7,3,7,1,5,3,4,1,4
1343,3,5,4,6,4,1,1,4,4,3
1344,6,5,8,2,6,3,2,4,4,7
1345,7,3,3,7,7,8,6,7,5,2
1346,5,2,2,2,1,4,4,4,3,7
1347,5,7,4,2,2,1,4,4,1,7
1348,3,1,6,6,8,7,1,6,2,1
1349,2,6,1,8,6,7,6,8,8,6
1350,6,4,8,6,8,6,6,8,8,4
1351,2,5,5,5,6,2,8,4,7,3
1352,2,4,2,1,4,1,2,1,2,2
1353,3,6,1,4,4,7,4,8,1,4
1354,2,3,5,2,1,6,3,8,7,3
1355,2,6,6,8,1,8,2,8,5,3
1356,1,2,4,5,7,8,2,6,5,3
1357,8,1,1,4,2,5,5,4,6,4
1358,5,8,6,7,6,6,3,5,2,8
1359,5,6,2,2,2,2,1,4,6,5
1360,8,8,2,3,7,4,3,3,7,8
1361,2,7,8,2,5,5,1,7,7,1
1362,5,4,5,1,3,7,5,5,1,8
1363,8,2,1,8,8,1,6,3,4,3
1364,7,8,7,8,4,5,6,4,2,1
1365,5,3,6,7,3,6,3,2,2,2
1366,4,7,7,7,1,3,3,8,5,6
1367,1,5,1,7,1,5,1,3,1,1
1368,3,4,8,4,4,2,4,3,4,7
1369,3,2,4,5,2,2,1,7,2,8
1370,3,5,8,6,1,8,7,2,4,3
1371,2,7,8,6,6,7,5,1,4,1
1372,8,4,6,8,3,8,2,4,5,1
1373,1,8,5,2,2,7,3,5,5,6
1374,1,7,8,7,3,2,7,1,2,6
1375,1,7,2,2,2,6,3,5,2,4
1376,7,7,2,6,2,1,4,2,7,3
1377,7,7,3,1,7,8,5,1,6,7
1378,8,6,1,8,4,8,8,5,8,2
1379,4,1,2,2,2,6,4,7,6,1
1380,6,7,3,3,1,2,4,1,8,6
1381,1,5,2,5,4,1,2,7,1,4
1382,8,8,3,4,7,3,2,2,5,2
1383,6,2,5,8,1,3,6,1,3,3
1384,4,5,1,2,8,3,7,3,3,7
1385,3,3,4,2,8,1,1,7,6,2
1386,6,6,1,1,2,2,7,1,5,6
1387,4,7,7,7,6,5,5,7,3,2
1388,6,2,7,3,5,7,4,4,3,4
1389,8,3,1,2,4,3,7,2,4,6
1390,8,4,5,7,5,2,3,3,3,4
1391,3,1,2,7,2,5,2,3,1,4
1392,1,5,1,6,3,5,8,7,3,8
1393,5,8,8,1,3,8,6,6,3,8
1394,8,5,8,1,6,5,3,6,2,7
1395,2,5,4,7,1,4,2,4,2,2
1396,3,3,1,5,8,1,1,4,2,1
1397,8,1,7,3,6,6,6,4,4,6
1398,1,2,1,6,7,5,4,1,6,6
1399,8,1,7,7,8,2,1,5,4,2
1400,6,5,3,4,2,3,4,4,1,6
1401,1,2,5,5,8,6,2,6,5,2
1402,3,5,7,8,7,7,6,4,2,2
1403,7,8,3,8,4,5,8,1,1,6
1404,3,4,8,3,8,7,6,6,6,4
1405,5,6,3,6,4,2,3,2,6,4
1406,3,6,1,7,7,8,6,2,7,5
1407,2,4,4,7,3,5,6,6,2,6
1408,1,7,6,5,5,5,5,1,2,2
1409,8,2,8,7,7,6,2,7,1,8
1410,7,3,2,6,1,5,7,4,3,6
1411,2,8,3,8,1,7,8,3,3,3
1412,5,7,8,3,6,5,1,5,3,6
1413,7,1,5,4,5,1,8,1,2,3
1414,5,3,8,7,8,5,6,3,6,8
1415,4,5,3,6,3,2,7,5,2,6
1416,6,3,6,4,8,1,2,4,1,1
1417,1,3,6,5,3,5,8,7,6,4
1418,8,1,2,8,6,5,3,5,7,5
1419,8,3,1,2,2,5,1,3,4,6
1420,1,5,5,6,8,4,2,7,4,5
1421,1,4,3,6,5,6,2,8,5,4
1422,6,6,1,2,5,5,7,1,6,5
1423,2,4,3,4,2,3,4,3,8,1
1424,6,5,4,8,2,5,3,7,3,8
1425,6,4,1,3,5,7,4,8,5,7
1426,6,8,2,7,5,3,8,5,1,5
1427,4,3,8,8,4,3,2,1,5,1
1428,7,4,7,1,6,4,4,8,8,1
1429,4,7,4,8,3,3,1,5,2,4
1430,6,2,6,4,6,8,5,3,6,2
1431,5,6,1,8,4,3,4,1,3,5
1432,1,3,3,6,2,7,1,6,5,4
1433,4,3,3,4,1,8,6,6,3,2
1434,6,1,7,8,3,2,7,2,2,4
1435,1,2,4,1,1,7,3,5,7,7
1436,8,1,7,5,7,1,7,8,8,7
1437,8,5,1,5,2,5,4,1,2,4
1438,2,1,5,2,8,5,5,8,5,1
1439,6,8,3,4,2,8,3,4,1,5
1440,8,3,5,2,4,6,2,7,5,8
1441,1,3,2,5,3,8,3,8,6,3
1442,6,6,1,3,6,5,4,5,4,5
1443,5,8,1,3,4,2,2,5,6,2
1444,6,5,4,6,8,6,3,7,1,8
1445,8,7,2,5,4,7,3,3,1,7
1446,2,1,4,6,1,2,6,5,7,4
1447,2,6,1,2,4,4,6,1,3,3
1448,4,3,7,7,2,2,5,7,3,2
1449,2,6,6,6,2,5,7,7,3,5
1450,8,6,3,4,3,2,2,4,4,5
1451,1,4,7,7,5,4,7,7,1,3
1452,5,3,5,7,4,7,1,8,1,5
1453,8,7,5,2,6,2,3,3,2,1
1454,2,6,4,5,8,1,2,3,8,3
1455,6,3,6,7,6,8,3,2,3,8
1456,6,8,2,6,6,3,7,1,1,6
1457,6,3,8,1,6,3,3,4,1,7
1458,8,3,1,3,7,2,7,3,6,8
1459,2,5,7,5,8,6,2,8,6,7
1460,2,5,3,7,1,6,5,7,4,6
1461,2,1,3,5,3,8,5,2,1,7
1462,5,4,7,5,7,5,8,6,1,3
1463,5,2,8,2,7,7,3,5,2,6
1464,5,8,1,6,3,8,6,3,7,2
1465,7,4,2,7,3,1,4,1,3,1
1466,1,8,3,3,1,2,1,3,6,1
1467,6,5,3,8,6,1,8,3,3,6
1468,7,5,5,8,3,4,1,5,2,7
1469,1,2,8,8,2,7,1,6,3,3
1470,6,2,3,1,7,1,8,6,3,8
1471,3,4,7,4,6,4,1,1,2,2
1472,6,2,4,7,5,4,1,5,5,1
1473,8,1,2,4,2,2,5,7,7,4
1474,3,3,5,6,3,3,1,5,4,3
1475,7,5,6,3,6,7,7,1,4,2
1476,4,5,5,4,6,7,8,8,5,3
1477,5,5,5,1,5,5,7,7,1,2
1478,6,7,1,7,7,8,1,1,5,8
1479,7,7,6,2,1,1,1,4,6,2
1480,7,7,7,2,4,5,6,3,6,5
1481,1,6,6,2,3,2,6,2,1,7
1482,8,6,4,5,3,1,2,6,8,8
1483,1,3,4,2,4,3,8,4,8,4
1484,7,4,6,6,8,6,7,8,6,4
1485,1,6,5,2,4,4,1,4,6,1
1486,5,4,8,5,1,3,7,8,3,5
1487,3,1,7,6,5,4,7,4,3,2
1488,5,6,5,6,2,3,1,2,1,5
1489,1,7,2,2,6,5,5,7,6,7
1490,2,1,5,6,1,6,7,8,5,2
1491,1,1,7,8,3,5,4,7,2,2
1492,5,5,8,5,3,8,2,2,3,5
1493,1,3,5,2,5,1,6,4,4,1
1494,2,1,6,2,6,4,5,8,6,7
1495,7,4,1,7,6,3,3,7,6,8
1496,8,3,3,5,7,1,2,8,3,7
1497,8,5,2,5,3,5,6,8,4,2
1498,7,5,2,1,7,5,1,7,2,7
1499,2,6,3,2,8,7,7,6,4,1
1500,8,5,7,6,5,7,2,4,1,3
1501,2,1,2,8,6,4,1,7,7,3
1502,3,6,4,7,6,8,1,7,8,7
1503,2,3,3,6,7,1,1,1,6,3
1504,5,8,7,7,6,4,3,4,1,8
1505,2,5,7,3,6,4,5,5,6,5
1506,3,4,3,7,5,2,4,6,1,2
1507,1,6,5,6,3,1,6,4,7,2
1508,3,2,1,8,2,4,4,6,7,7
1509,3,5,6,3,3,5,8,3,5,7
1510,7,5,5,1,7,8,5,1,4,3
1511,3,1,7,6,7,4,4,7,7,2
1512,7,5,2,2,6,1,6,7,3,4
1513,1,6,8,1,2,1,5,8,8,2
1514,1,3,7,7,6,6,5,1,7,2
1515,2,4,7,8,7,8,6,2,2,1
1516,4,3,3,3,6,6,1,5,2,3
1517,4,6,7,7,7,4,8,8,8,2
1518,3,8,2,8,5,3,2,3,6,6
1519,1,8,3,6,1,6,8,2,2,4
1520,8,6,7,7,5,5,1,8,8,8
1521,8,6,5,6,8,8,7,6,7,6
1522,6,8,6,4,5,8,7,7,2,1
1523,5,6,1,7,5,7,6,8,3,4
1524,4,7,4,4,5,4,4,3,1,4
1525,8,4,3,3,5,3,7,2,4,2
1526,3,3,5,3,6,4,7,5,2,7
1527,6,3,2,3,2,5,8,3,1,3
1528,6,5,2,2,5,5,8,3,7,7
1529,1,7,4,1,6,5,3,2,4,6
1530,5,5,3,4,5,1,2,7,7,8
1531,7,2,4,7,5,3,7,4,1,6
1532,1,5,4,6,2,4,7,4,7,1
1533,1,6,1,4,7,8,5,8,4,5
1534,7,4,3,8,4,2,4,2,3,7
1535,3,1,6,8,2,1,6,5,1,4
1536,4,4,6,5,4,5,3,3,7,2
1537,6,8,6,2,5,6,7,6,5,7
1538,8,6,3,8,7,5,1,5,1,8
1539,1,1,4,3,3,7,2,1,5,5
1540,2,3,8,8,1,1,1,7,8,3
1541,5,1,7,2,5,8,8,1,5,2
1542,3,5,8,4,3,1,8,3,4,4
1543,7,3,6,6,1,6,2,2,6,6
1544,3,3,4,4,7,1,8,2,5,3
1545,5,7,4,4,3,2,5,5,3,6
1546,4,1,1,7,1,2,4,8,2,8
1547,8,4,6,3,3,3,2,2,5,3
1548,6,4,1,8,8,2,6,1,3,4
1549,6,3,3,4,6,8,7,4,3,3
1550,7,8,4,5,2,1,2,8,4,5
1551,4,3,8,7,8,2,8,2,6,5
1552,7,8,2,5,8,2,8,3,6,7
1553,2,7,4,1,7,4,3,1,8,1
1554,6,5,7,6,3,6,3,2,7,2
1555,7,5,4,3,3,4,7,4,4,8
1556,5,6,3,3,8,1,7,1,3,4
1557,3,4,7,7,3,7,4,3,4,4
1558,4,1,2,6,4,5,8,4,4,8
1559,8,4,3,5,3,4,5,8,1,5
1560,1,7,4,4,7,2,1,5,7,5
1561,2,5,2,2,7,3,3,4,7,2
1562,8,5,1,4,1,4,2,2,1,5
1563,5,5,6,8,8,4,2,6,4,8
1564,1,7,3,8,2,5,8,6,2,7
1565,1,2,7,1,1,2,3,2,8,2
1566,8,2,7,7,2,6,3,4,5,5
1567,3,5,5,2,3,4,3,1,3,6
1568,2,3,3,4,7,1,7,1,5,7
1569,5,8,6,5,3,7,8,3,8,8
1570,1,1,5,5,7,6,3,3,5,1
1571,4,3,2,4,6,6,7,5,6,3
1572,8,3,2,1,1,4,1,1,5,3
1573,1,3,5,4,5,3,4,2,8,4
1574,3,3,8,4,8,6,3,7,7,4
1575,3,2,5,7,3,6,6,5,8,8
1576,2,1,7,1,6,8,8,4,1,2
1577,7,7,4,1,6,4,2,4,5,3
1578,4,2,8,2,6,4,8,3,3,5
1579,2,5,6,1,3,8,5,6,7,4
1580,3,4,3,1,6,5,4,8,4,2
1581,5,7,6,2,5,6,5,1,2,3
1582,8,5,1,8,7,1,7,2,3,2
1583,1,2,6,8,5,2,4,5,8,8
1584,3,2,7,8,1,4,4,4,7,4
1585,2,5,8,1,2,1,4,1,5,7
1586,4,3,3,5,2,6,8,3,6,5
1587,8,1,6,5,7,6,4,1,7,7
1588,5,1,7,7,5,3,5,3,8,8
1589,8,6,1,1,5,8,6,6,1,2
1590,7,1,2,7,8,7,7,1,4,4
1591,7,2,6,6,7,4,2,2,3,3
1592,2,2,3,6,7,4,1,2,8,6
1593,4,7,8,8,5,5,6,8,5,7
1594,1,4,2,1,1,3,8,8,2,2
1595,3,8,1,7,2,7,4,5,1,3
1596,1,4,8,6,2,7,7,3,3,1
1597,1,2,5,1,8,5,8,5,7,2
1598,7,2,1,8,4,1,6,2,2,7
1599,8,3,1,1,5,8,8,5,7,1
1600,7,4,5,2,2,7,4,5,1,5
1601,2,4,1,1,6,4,7,2,5,1
1602,3,2,5,5,6,8,3,8,2,2
1603,8,3,5,3,6,4,3,6,2,7
1604,1,5,3,4,4,5,7,2,2,1
1605,2,4,1,7,4,7,6,3,6,8
1606,2,2,3,6,4,6,7,1,5,3
1607,4,1,4,5,2,5,1,8,8,2
1608,4,1,7,4,1,6,7,3,7,6
1609,3,5,1,6,6,5,1,6,1,1
1610,4,3,2,1,6,8,7,6,4,2
1611,5,6,8,3,4,5,1,7,1,2
1612,2,3,7,6,8,7,2,4,1,3
1613,7,7,7,6,3,7,8,6,1,8
1614,7,1,6,3,7,5,8,1,7,6
1615,2,6,2,5,4,3,1,4,8,1
1616,4,7,7,6,6,5,2,5,3,1
1617,5,8,6,5,4,1,3,4,3,1
1618,6,6,3,7,3,5,1,4,1,5
1619,3,4,4,5,8,3,4,4,7,4
1620,3,4,3,5,5,6,7,5,7,4
1621,3,5,3,6,5,2,2,5,2,6
1622,8,5,5,2,7,3,8,7,3,7
1623,2,3,4,5,2,6,6,4,6,5
1624,1,2,1,5,7,6,4,1,8,3
1625,5,5,6,3,5,4,7,2,2,7
1626,2,4,3,2,1,5,7,6,7,4
1627,3,3,1,2,8,5,7,5,8,5
1628,8,7,1,5,8,5,1,4,4,3
1629,2,7,8,6,1,7,4,8,2,8
1630,4,1,1,3,3,3,1,3,7,8
1631,3,4,3,5,8,6,6,1,5,6
1632,4,6,6,8,5,4,8,1,4,3
1633,3,1,2,2,7,7,4,3,4,3
1634,8,7,7,1,1,8,6,6,1,5
1635,5,4,5,5,4,3,2,2,1,5
1636,3,2,2,8,7,8,7,7,6,5
1637,8,8,1,5,5,5,2,6,8,4
1638,8,8,5,6,2,4,2,1,7,4
1639,2,3,2,4,8,8,6,7,7,3
1640,6,1,2,6,7,5,8,1,2,4
1641,4,4,6,7,5,4,7,3,6,7
1642,7,3,3,6,7,3,5,2,7,7
1643,2,5,4,7,5,8,6,8,4,6
1644,4,5,3,6,3,7,7,6,8,2
1645,2,6,2,1,1,6,5,8,4,2
1646,4,2,3,2,8,6,4,2,3,4
1647,6,8,2,4,8,7,7,8,5,2
1648,6,4,5,5,3,4,3,4,7,4
1649,4,6,1,3,5,1,7,2,5,5
1650,6,5,4,7,3,2,3,6,5,3
1651,4,3,8,4,8,5,3,4,8,7
1652,2,2,4,3,7,4,6,1,5,5
1653,8,1,3,8,5,8,7,1,1,5
1654,8,3,1,3,7,8,7,2,2,3
1655,2,3,5,8,6,1,8,3,7,1
1656,3,1,5,1,2,3,4,8,1,5
1657,3,1,7,6,3,7,7,1,1,2
1658,5,7,4,6,6,3,1,3,4,2
1659,3,3,2,4,8,4,7,5,6,6
1660,8,1,8,6,8,6,4,8,4,8
1661,4,7,5,2,1,4,4,2,2,2
1662,6,1,7,6,4,3,6,8,5,5
1663,7,5,8,6,8,2,5,3,5,1
1664,5,8,4,2,2,7,8,8,2,5
1665,8,1,2,2,7,1,4,7,2,5
1666,8,5,7,7,1,5,7,6,5,3
1667,4,1,2,6,7,3,3,4,5,1
1668,1,4,1,5,5,8,7,7,8,5
1669,2,4,6,1,4,1,1,4,7,2
1670,3,5,8,5,1,7,6,2,7,3
1671,5,2,5,6,3,7,5,8,5,3
1672,7,5,8,1,2,6,7,6,4,7
1673,1,3,6,1,8,4,4,6,5,1
1674,6,6,7,6,6,2,4,1,7,1
1675,6,7,7,7,5,5,2,7,6,1
1676,2,6,2,7,2,5,8,5,8,1
1677,3,7,8,5,4,1,3,1,3,8
1678,7,1,7,1,3,5,5,1,6,8
1679,1,4,4,7,5,2,8,1,2,1
1680,2,2,1,1,2,3,2,7,6,3
1681,3,3,4,3,1,7,8,5,1,3
1682,1,7,5,1,6,4,6,5,7,3
1683,2,3,3,2,5,6,5,6,2,8
1684,4,7,3,2,2,2,4,6,1,8
1685,1,2,2,1,1,3,4,1,1,3
1686,7,8,4,3,1,8,8,7,7,2
1687,3,3,6,7,4,1,7,5,3,6
1688,3,6,8,5,2,3,6,8,4,5
1689,3,5,7,6,5,2,4,4,3,6
1690,8,3,1,2,4,6,6,3,5,1
1691,7,6,4,4,2,7,8,8,2,3
1692,3,1,1,6,7,7,3,3,6,6
1693,2,4,6,1,8,7,4,6,7,8
1694,7,6,7,5,7,1,1,1,2,3
1695,3,6,2,3,6,5,3,2,1,1
1696,4,5,4,8,5,2,3,7,3,4
1697,1,4,8,5,4,6,3,1,7,7
1698,7,4,7,7,8,6,4,2,6,8
1699,2,4,4,2,2,1,8,7,3,7
1700,7,1,8,1,3,6,2,3,3,4
1701,4,6,7,1,5,1,4,2,6,1
1702,5,7,6,4,8,8,3,8,4,1
1703,6,5,5,6,8,4,6,2,6,4
1704,7,6,2,8,8,5,7,7,4,4
1705,2,4,7,2,4,1,7,8,4,7
1706,6,7,7,3,5,1,2,8,7,4
1707,8,5,5,1,2,6,4,1,3,7
1708,8,5,7,4,4,8,8,4,7,1
1709,7,1,4,6,6,8,6,7,5,6
1710,3,2,4,6,6,6,7,2,1,2
1711,3,7,7,5,8,6,3,8,6,8
1712,2,7,4,1,7,5,2,3,1,2
1713,1,2,8,3,3,7,1,3,4,6
1714,1,6,7,1,2,1,2,3,3,8
1715,1,1,4,2,3,1,2,6,6,1
1716,5,6,6,1,6,1,4,8,4,3
1717,7,4,6,4,1,8,5,6,1,8
1718,1,7,7,3,1,1,5,1,3,2
1719,3,3,2,6,3,7,4,2,8,6
1720,5,2,1,6,2,1,3,5,5,4
1721,7,6,5,4,2,6,3,6,7,7
1722,1,7,7,5,4,1,5,7,4,2
1723,7,5,4,6,6,7,4,8,6,6
1724,5,4,8,1,4,3,5,2,4,2
1725,1,4,8,3,7,4,3,8,4,7
1726,8,6,2,1,7,4,6,8,7,2
1727,2,3,8,4,4,7,6,4,1,1
1728,2,5,4,7,6,7,2,8,6,8
1729,4,3,2,3,6,8,7,1,5,5
1730,1,8,1,4,1,4,4,2,4,8
1731,2,2,4,8,3,2,8,2,3,7
1732,8,2,8,2,8,8,4,6,6,4
1733,5,1,6,4,1,5,7,7,2,7
1734,2,7,5,5,3,3,6,8,2,3
1735,4,1,3,1,1,3,1,7,8,6
1736,6,2,4,8,4,7,4,6,5,7
1737,3,5,8,5,6,6,8,8,8,6
1738,8,8,7,5,8,6,8,7,7,4
1739,3,8,1,4,2,7,6,1,2,8
1740,8,3,6,7,3,1,5,2,1,7
1741,7,6,2,7,1,4,5,8,5,8
1742,7,1,5,8,6,8,5,7,7,6
1743,7,5,6,8,4,6,2,4,7,1
1744,3,7,3,2,2,2,5,6,7,7
1745,8,8,7,5,4,6,5,2,4,3
1746,6,1,1,8,4,4,6,5,5,4
1747,1,2,3,6,8,7,2,6,4,2
1748,8,5,3,6,6,4,4,1,6,5
1749,2,1,1,1,6,5,1,6,5,2
1750,3,6,4,3,1,4,4,5,6,6
1751,8,6,2,3,4,2,1,2,3,5
1752,2,3,3,2,3,6,2,5,6,1
1753,6,8,7,7,5,7,8,1,8,5
1754,8,8,2,7,8,5,3,5,6,7
1755,6,4,3,3,2,7,3,3,1,5
1756,3,6,3,2,6,7,5,4,3,3
1757,5,5,1,5,3,7,7,4,4,1
1758,7,8,6,1,5,3,2,1,8,3
1759,2,8,5,7,1,6,8,5,8,6
1760,7,4,2,8,6,1,2,3,5,3
1761,1,1,2,8,4,8,1,1,7,8
1762,8,5,3,3,2,3,4,4,1,8
1763,1,3,4,4,5,4,2,6,2,2
1764,2,7,3,1,2,3,6,6,6,5
1765,8,8,6,1,8,7,7,5,3,7
1766,3,7,3,8,6,2,8,6,5,1
1767,2,8,5,7,2,1,2,5,3,8
1768,5,8,6,6,4,2,1,4,8,6
1769,3,4,8,5,3,4,6,4,3,6
1770,5,1,1,8,3,8,7,5,1,2
1771,6,2,3,6,3,4,8,1,7,5
1772,4,5,1,2,1,5,8,5,6,4
1773,3,4,3,6,3,3,4,8,6,1
1774,4,1,2,1,7,8,3,8,5,5
1775,5,1,4,3,3,3,7,5,5,7
1776,1,3,2,1,3,8,7,7,6,6
1777,5,2,5,2,2,4,3,4,6,7
1778,2,7,1,2,5,5,3,6,1,2
1779,5,7,8,6,3,5,6,5,1,6
1780,1,2,6,4,7,3,7,7,8,2
1781,6,3,3,5,1,7,6,8,6,3
1782,6,5,5,8,5,1,3,2,3,4
1783,7,7,8,8,4,4,7,8,3,6
1784,6,1,5,7,2,7,6,7,4,2
1785,2,3,7,8,5,5,3,2,1,6
1786,4,7,8,4,7,8,1,5,6,6
1787,2,3,2,7,2,1,5,4,8,4
1788,5,8,7,5,2,6,3,7,8,1
1789,4,3,8,7,6,6,6,5,5,2
1790,3,5,2,5,3,4,5,5,1,8
1791,6,7,3,3,8,8,7,6,4,7
1792,1,3,3,4,6,6,1,7,7,7
1793,4,6,4,6,8,7,8,3,3,1
1794,4,7,8,5,4,5,1,4,8,3
1795,6,8,5,5,6,4,8,5,2,7
1796,3,2,8,3,2,8,1,8,2,8
1797,4,8,4,3,3,6,8,5,2,1
1798,1,8,1,3,1,5,2,4,1,8
1799,1,5,7,6,7,3,1,6,5,2
1800,6,8,6,6,3,5,6,6,8,6
1801,8,1,7,1,8,8,7,7,6,4
1802,1,2,3,1,6,2,5,7,6,6
1803,4,2,7,2,8,2,1,6,1,7
1804,7,5,2,5,7,3,6,6,1,6
1805,5,7,4,8,8,6,6,6,5,5
1806,6,3,2,5,5,5,1,2,7,6
1807,2,6,4,7,8,5,3,8,3,1
1808,2,8,4,8,8,5,7,6,4,1
1809,5,1,8,3,7,8,3,3,5,3
1810,1,4,6,8,5,7,3,8,5,3
1811,6,8,2,3,7,3,3,5,2,2
1812,2,3,8,7,6,1,3,2,5,5
1813,5,3,6,5,4,6,7,6,5,3
1814,3,1,5,5,8,3,1,2,4,3
1815,1,7,1,4,8,3,8,6,7,2
1816,8,3,1,4,5,5,4,3,5,6
1817,3,4,3,5,7,4,6,7,8,5
1818,8,2,4,1,7,2,6,5,5,4
1819,1,6,2,5,5,5,8,7,5,7
1820,6,5,3,3,5,2,7,5,6,8
1821,2,3,8,4,1,7,1,3,1,6
1822,2,3,2,2,8,8,2,3,6,5
1823,2,8,6,8,8,8,3,4,1,8
1824,8,5,5,4,6,4,6,3,7,1
1825,7,1,6,6,2,1,2,2,4,6
1826,7,8,8,3,8,2,5,2,4,5
1827,6,3,8,4,5,3,5,4,6,2
1828,3,2,8,2,4,1,2,6,7,1
1829,5,4,7,3,8,6,1,8,5,2
1830,5,7,4,3,4,6,5,6,2,2
1831,4,2,2,7,3,7,5,3,3,7
1832,3,4,3,1,3,7,8,8,8,7
1833,3,8,7,5,2,4,8,6,5,2
1834,6,2,1,7,5,4,2,8,8,4
1835,6,8,7,3,4,6,4,2,6,3
1836,5,5,7,6,3,3,4,5,7,3
1837,2,5,8,6,7,6,6,4,3,7
1838,6,2,3,2,5,7,3,7,2,6
1839,2,3,3,6,5,3,4,7,1,8
1840,7,6,6,6,1,7,7,4,5,5
1841,1,1,3,6,5,3,6,3,4,1
1842,1,8,7,4,6,6,2,8,4,7
1843,6,2,1,7,2,5,6,2,5,8
1844,3,2,7,6,1,2,3,1,4,8
1845,7,8,4,6,3,2,5,4,5,5
1846,4,8,1,2,7,3,3,6,1,2
1847,1,3,3,2,8,2,5,2,3,8
1848,7,8,5,2,3,4,8,8,8,3
1849,7,2,1,5,1,1,3,3,2,7
1850,8,2,5,7,3,4,4,1,3,4
1851,4,1,2,1,6,7,1,1,6,3
1852,4,3,7,2,8,1,1,4,3,3
1853,3,5,7,1,4,8,6,5,7,5
1854,7,1,7,4,6,3,5,7,6,5
1855,6,4,1,5,6,7,3,6,6,6
1856,2,3,8,5,2,4,6,4,4,5
1857,1,6,1,3,3,2,8,4,3,2
1858,2,5,5,4,2,2,6,3,3,1
1859,6,1,3,8,5,5,1,3,1,6
